Artist	Music	Lyrics	Compilation	Title	Type	State	File	Comments	Archive	Original	Genre	Misc. info	Misc. 2	Language	Category	Artist 2	Length	Song start	Song end	Intro	Voice out	Loop start	Loop end	Refrain start	Refrain end	Fade in	Fade out	Hot start	Mix in	Flags	Vote	Volume	Period	Media	Attribute	Tempo	Mood	Energy	Bitrate	File format	BPM	Last date played	Last time played	Last type modification	Folder	CRC	CRCTime
MERLIN				TI SI MENE(SA NINOM BADRIC)	MILENIUM 00-08		30000041.MPG								MILENIUM 00-08		4:07.588	0:00.387	4:07.148	0:42.601									4:04.432	0		63		A					128	MPEG L3-44JP					-31568	-420646710	1086538174
MERLIN				ZELJA	MILENIUM 00-08		30000019.MPG								MILENIUM 00-08		3:59.908	0:00.319	3:59.908	0:48.196									3:45.062	0		64		A					128	MPEG L3-44SP					-31568	-1511367518	1086529073
MERLIN				SVE DO MEDALJE	A1 CURENT		30001646.MPG								A1 CURENT		4:25.643	0:00.000	4:25.368	0:16.820									4:23.844	0		66		A					256	MPEG L3-44SP					-31568	-355299951	1414661220
MERLIN				UMRI PRIJE SMRTI	MILENIUM 00-08		30000677.MPG								MILENIUM 00-08		3:38.731	0:00.102	3:37.300	0:32.252									3:28.251	0		66		A					128	MPEG L3-44JP					-31568	-1087794067	1042827706
MERLIN				PALIDRVCE	90		30000676.MPG								90		3:52.680	0:02.369	3:52.680	0:43.388									3:46.421	0		65		A					128	MPEG L3-44JP					-31568	-1622678403	1042827624
MERLIN				PTICA BIJELA	RECURENT 08-14		30001622.MPG								RECURENT 08-14		4:22.146	0:00.872	4:16.900	0:43.124									4:12.197	0		64		A					128	MPEG L3-44SP					-31568	401105872	1212850500
MERLIN				LEJLO	80		30000675.MPG								80		3:37.364	0:00.000	3:36.119	0:36.445									3:29.682	0		71		A					128	MPEG L3-44J					-31568	-1000568904	1042827638
MERLIN				DE FACTO FATO	90		30000674.MPG								90		3:17.720	0:00.048	3:13.131	0:05.832									3:11.835	0		67		A					128	MPEG L3-44J					-31568	1531448116	1042827674
MERLIN				HADZIJA	RECURENT 08-14		30001639.MPG								RECURENT 08-14		4:06.995	0:00.406	4:03.787	0:38.773									4:02.065	0		63		A					128	MPEG L3-44SP					-31568	621063818	1212850500
MERLIN				SMIJEHOM STRAH POKRIJEM	MILENIUM 00-08		30000673.MPG								MILENIUM 00-08		4:45.735	0:18.358	4:45.204	0:31.343									4:43.167	0		65		A					128	MPEG L3-44JP					-31568	-2001326174	1042827726
MERLIN				NESTO LIJEPO TREBA DA SE DESI	80		30000672.MPG								80		3:06.932	0:00.000	3:05.415	0:25.044									2:52.761	0		73		A					128	MPEG L3-44J					-31568	659952427	1042827652
MERLIN				JA POTPUNO TRIJEZAN UMIREM	90		30000671.MPG								90		4:06.021	0:00.000	4:00.020	0:17.137									3:57.500	0		64		A					128	MPEG L3-44J					-31568	1958336752	1042827674
MERLIN				NEDOSTAJES	RECURENT 08-14		30001534.MPG								RECURENT 08-14		4:27.763	0:00.377	4:24.923	0:22.234									4:08.268	0		64		A					128	MPEG L3-44SP					-31568	1003511411	1212850500
MERLIN				GODINAMA	MILENIUM 00-08		30000670.MPG								MILENIUM 00-08		3:56.076	0:00.000	3:54.951	0:48.363									3:54.081	0		65		A					128	MPEG L3-44JP					-31568	-1352263658	1042827706
MERLIN				AKO ME IKADA SRETNES	90		30000669.MPG								90		4:51.291	0:00.000	4:44.077	0:43.566									4:40.496	0		72		A					128	MPEG L3-44J					-31568	856164938	1042827638
MERLIN				ZASPAO JE MJESEC	90		30000668.MPG								90		3:43.582	0:00.000	3:39.920	0:22.948									3:39.070	0		67		A					128	MPEG L3-44J					-31568	-77528856	1042827664
MERLIN				UCINI MI PRAVU STVAR	90		30000667.MPG								90		3:01.498	0:00.000	2:59.455	0:30.060									2:51.520	0		73		A					128	MPEG L3-44J					-31568	1230576139	1161534451
MERLIN				OVO PRODJE	90		30000666.MPG								90		4:46.589	0:00.000	4:43.393	0:30.090									4:32.097	0		73		A					128	MPEG L3-44J					-31568	146376453	1042827638
MERLIN				HARMONIKA	90		30000665.MPG								90		4:34.233	0:02.135	4:28.562	1:05.736									4:25.191	0		71		A					128	MPEG L3-44J					-31568	-829323717	1042827624
MERLIN				SKOLJKA	A1 CURENT		30001390.MPG								A1 CURENT		4:55.683	0:00.162	4:53.516	0:18.996									4:49.044	0		64		A					320	MPEG L3-44JP					-31568	-529068793	1406700327
MERLIN				PASA MOJ SOLIDNI	90		30000694.MPG								90		3:54.971	0:00.000	3:54.971	0:11.598									3:45.860	0		68		A					128	MPEG L3-44J					-31568	1427935802	1042827674
MERLIN				OSTAT' CE ISTINE DVIJE	90		30000703.MPG								90		3:49.041	0:00.000	3:49.041										3:47.302	0		68		A					128	MPEG L3-44J					-31568	-1865663666	1042827664
MERLIN				RANE	A1 CURENT		30001512.MPG								A1 CURENT		4:10.909	0:00.117	4:06.895	0:10.280									4:03.907	0		65		A					320	MPEG L3-44JP					-31568	-1242117174	1406700327
MERLIN				DA SUTIS RMX	RECURENT 08-14		30001569.MPG								RECURENT 08-14		3:36.197	0:00.355	3:30.495	0:02.252									3:23.256	0		63		A					128	MPEG L3-44SP					-31568	-1884449492	1212850500
MERLIN				DESET MLADJA	RECURENT 08-14		30001456.MPG								RECURENT 08-14		3:43.429	0:00.000	3:43.304	0:25.632									3:42.594	0		65		A					256	MPEG L3-44SP					-31568	-500615699	1414334294
MERLIN				MOJA MALA ZIDOVKO	A1 CURENT		30001472.MPG								A1 CURENT		4:34.027	0:00.150	4:31.155										4:21.536	0		65		A					320	MPEG L3-44JP					-31568	1763128495	1406700327
MERLIN				HOTEL NACIONAL	A1 CURENT		30001605.MPG								A1 CURENT		4:04.692	0:00.134	4:02.252	0:13.879									4:01.408	0		65		A					320	MPEG L3-44JP					-31568	286482863	1406700327
MICHAEL BOLTON				CAN I TOUCH YOU...THERE	90		30002457.MPG								90		5:15.956	0:00.000	5:15.155	0:21.043									5:08.396	0				A					192	MPEG L3-44SP				12/11/2014	-31568	-340894254	1295338905
MICHAEL JACKSON				BAD	80		30002524.MPG								80		4:07.437	0:00.354	4:06.010	0:18.502									4:05.630	0				A					192	MPEG L3-44JP				20/11/2014	-31568	2123947675	1204135820
MICHAEL JACKSON				THRILLER	80		30002500.MPG								80		5:57.676	0:00.659	5:56.150	0:59.065									5:55.417	0				A					128	MPEG L3-44JP				20/11/2014	-31568	2089130656	1106675118
MICHAEL JACKSON				BLACK OR WHITE	90		30002550.MPG								90		4:15.953	0:00.104	4:12.224	0:24.907									4:09.078	0				A					192	MPEG L3-44JP				20/11/2014	-31568	433467487	1163702372
MICHEAL JACKSON				SAY SAY	80		30002639.MPG								80	PAUL MC CARTNEY	3:56.146	0:00.000	3:56.146	0:16.615									3:31.818	0				A					128	MPEG L3-44J				23/11/2014	-31568	-806460405	1106675126
MIKI JEVREMOVIC				GRKINJA	80		30000711.MPG								80		3:48.101	0:00.232	3:42.328	0:21.964									3:39.630	0		62		A					128	MPEG L3-44JP					-31568	-1295653992	1068491508
MIKI JEVREMOVIC				DA SAM TVOJE ZLATO	80		30000710.MPG								80		3:50.112	0:00.216	3:44.651	0:19.273									3:41.405	0		62		A					128	MPEG L3-44JP					-31568	-1088512830	1068491616
MIKI JEVREMOVIC				AKO JEDNOM VIDIS MARIJU	80		30000709.MPG								80		3:49.154	0:00.475	3:44.963	0:24.596									3:39.218	0		68		A					128	MPEG L3-44SP					-31568	827875761	947534132
MIKI JEVREMOVIC				PIJEM	80		30000712.MPG								80		4:10.208	0:00.352	4:07.011	0:24.936									4:05.325	0		70		A					128	MPEG L3-44SP					-31568	1186347617	947533892
MIKI PERIC				CURICA	A1 CURENT		30002439.MPG								A1 CURENT		3:51.322	0:00.000	3:49.327	0:08.520									3:47.143	0		63		A						WAVE-44S					-31568	-69391949	1413809812
MIKI PERIC				DVA KRAJA SVETA	MILENIUM 00-08		30001339.MPG								MILENIUM 00-08		3:20.986	0:00.283	3:18.991	0:22.906									3:11.466	0		65		A					192	MPEG L3-44SP					-31568	1846352209	1142363793
MILADIN SOBIC				KAD BI DOSLA MARIJA	80		30000716.MPG								80		3:11.033	0:00.059	3:11.033	0:13.635									3:07.538	0		69		A					128	MPEG L3-44JP					-31568	-1376959583	1005299766
MILADIN SOBIC				OD DRUGA DO DRUGA	80		30000718.MPG								80		4:37.394	0:00.086	4:35.385										4:22.301	0		70		A					128	MPEG L3-44JP					-31568	539438259	1005299838
MILADIN SOBIC				KISOBRAN	80		30000722.MPG								80		3:41.701	0:00.052	3:41.300	0:24.753									3:38.781	0		67		A					128	MPEG L3-44SP					-31568	871075908	1108586662
MILADIN SOBIC				OPET KRIVI TIP	80		30000719.MPG								80		3:20.097	0:00.000	3:19.417										3:14.307	0		71		A					128	MPEG L3-44JP					-31568	-1578465389	1005299854
MILADIN SOBIC				NE POKUSAVAJ MIJENJAT` ME	80		30000717.MPG								80		3:10.458	0:00.104	3:08.913	0:10.594									3:00.438	0		75		A					128	MPEG L3-44JP					-31568	-2095000595	1005299800
MILADIN SOBIC				DZEMPER ZA VINOGRAD	80		30000715.MPG								80		4:01.528	0:00.037	4:01.285	0:17.826									3:58.787	0		70		A					128	MPEG L3-44JP					-31568	526179574	1005299752
MILADIN SOBIC				DJON	80		30000714.MPG								80		3:20.001	0:00.000	3:19.314	0:28.956									3:10.821	0		73		A					128	MPEG L3-44JP					-31568	-622095113	1220454835
MILADIN SOBIC				STARE NOVINE	80		30000720.MPG								80		3:29.841	0:01.660	3:26.336	0:11.788									3:25.086	0		68		A					128	MPEG L3-44JP					-31568	-1107368447	1005299918
MILADIN SOBIC				SUTOMORE	80		30000723.MPG								80		3:53.508	0:00.000	3:52.175	0:24.443									3:44.088	0		72		A					128	MPEG L3-44SP					-31568	-541656749	1108586566
MILADIN SOBIC				ASIK AJSA	80		30000721.MPG								80		4:29.666	0:00.000	4:29.498	0:27.737									4:27.896	0		67		A					256	MPEG L3-44SP					-31568	474195171	1414335977
MILAN RADJEN				DA TE NE VOLIM	80		30001418.MPG								80		4:23.575	0:00.269	4:19.717	0:22.300									4:18.961	0		64		A					320	MPEG L3-44SP					-31568	311325703	1290583493
MILAN RADJEN				VOLELA BI DA JE SVE PO STAROM	RECURENT 08-14		30001642.MPG								RECURENT 08-14		4:37.162	0:01.302	4:32.060	0:43.642									4:29.932	0		67		A					320	MPEG L3-44SP					-31568	-1972879614	1410181564
MILAN RADJEN				TLO POD NOGAMA	RECURENT 08-14		30001574.MPG								RECURENT 08-14		4:42.517	0:00.442	4:39.753	0:33.995									4:36.543	0		65		A					320	MPEG L3-44SP					-31568	1101922233	1290247105
MILAN RADJEN				NIJE ANDJEO	RECURENT 08-14		30001461.MPG								RECURENT 08-14		4:01.580	0:00.397	4:01.123	0:14.232									3:55.123	0		62		A					320	MPEG L3-44SP					-31568	1404006152	1289301501
MILAN RADJEN				DO TVOJIH OSMJEHA	MILENIUM 00-08		30001673.MPG								MILENIUM 00-08		4:24.777	0:00.000	4:21.768	0:17.838									4:17.619	0		64		A					320	MPEG L3-44SP					-31568	-1718448834	1290247656
MILAN RADJEN				OHOLA	RECURENT 08-14		30001498.MPG								RECURENT 08-14		4:25.511	0:00.624	4:21.685	0:21.633									4:17.161	0		64		A					320	MPEG L3-44SP					-31568	-1225364411	1290247136
MILAN RADJEN				NE VOLIS ME	MILENIUM 00-08		30001661.MPG								MILENIUM 00-08		3:32.845	0:00.000	3:31.573	0:10.670									3:25.405	0		64		A					320	MPEG L3-44SP					-31568	-1427031226	1290247652
MILENA BAKIC				KRADEM TE	RECURENT 08-14		30002113.MPG								RECURENT 08-14		4:21.825	0:00.276	4:16.592	0:21.028									4:14.479	0		62		A					320	MPEG L3-44SP					-31568	-1816406543	1310030486
MILENA VUCIC				NA TALASIMA	MILENIUM 00-08		30002121.MPG								MILENIUM 00-08		3:44.809	0:00.176	3:38.063	0:55.132									3:27.671	0		62		A					192	MPEG L3-44JP					-31568	-1526878456	1185100892
MILENA VUCIC				SAMO MOJ	RECURENT 08-14		30002123.MPG								RECURENT 08-14		4:16.208	0:00.220	4:12.944	0:16.501									4:00.256	0		59		A					320	MPEG L3-44J					-31568	-209718182	1334404126
MILENA VUCIC				CELEBRITY	RECURENT 08-14		30002122.MPG								RECURENT 08-14		3:17.175	0:00.401	3:08.515										3:07.572	0		62		A					320	MPEG L3-44SP					-31568	2097223526	1281728369
MILENA VUCIC				LUCE	MILENIUM 00-08		30002120.MPG								MILENIUM 00-08		4:06.386	0:00.125	4:02.279	0:26.370									3:57.492	0		61		A					192	MPEG L3-44JP					-31568	-2044458301	1185100830
MILENA VUCIC				LAGALA SAM	MILENIUM 00-08		30002119.MPG								MILENIUM 00-08		4:00.613	0:00.122	3:54.151	0:20.172									3:45.667	0		62		A					192	MPEG L3-44JP					-31568	1554469299	1185100874
MILENA VUCIC				INDIJANA	MILENIUM 00-08		30002118.MPG								MILENIUM 00-08		3:27.777	0:00.211	3:23.003	0:04.004									3:17.827	0		61		A					192	MPEG L3-44JP					-31568	1166402558	1273944784
MILENA VUCIC				DAL ONA ZNA	MILENIUM 00-08		30002115.MPG								MILENIUM 00-08		3:41.079	0:00.510	3:40.848	0:03.369									3:30.005	0		63		A					192	MPEG L3-44SP					-31568	-1801935007	1237369179
MILENA VUCIC				GOTOVA STVAR	MILENIUM 00-08		30002117.MPG								MILENIUM 00-08		3:18.608	0:04.045	3:15.443	0:42.481									3:11.771	0		63		A					192	MPEG L3-44JP					-31568	-529731015	1185100898
MILENA VUCIC				CISTO BIJELA	MILENIUM 00-08		30002114.MPG								MILENIUM 00-08		3:28.875	0:01.341	3:26.367	0:18.656									3:25.303	0		63		A					192	MPEG L3-44JP					-31568	718606719	1185100857
MILENA VUCIC				EO	RECURENT 08-14		30002116.MPG								RECURENT 08-14		3:26.994	0:00.308	3:26.994	0:30.003									3:22.238	0		62		A					320	MPEG L3-44SP					-31568	-1536573554	1369638011
MILICA MAJSTOROVIC				SAVRSENI PAR	RECURENT 08-14		30002124.MPG								RECURENT 08-14		3:20.075	0:00.000	3:17.040	0:11.882									3:05.456	0		63		A					320	MPEG L3-44SP					-31568	-686393169	1242645365
MILICA MAJSTOROVIC				NIKO KAO JA	RECURENT 08-14		30002125.MPG								RECURENT 08-14	NIKOLA PAUNOVIC	3:10.775	0:00.179	3:10.271	0:06.158									3:03.246	0		64		A					320	MPEG L3-44JP					-31568	-1422402234	1316149268
MILIGRAM				NEVJERAN DO GROBA	RECURENT 08-14		30001582.MPG								RECURENT 08-14	JELENA ROZGA	3:48.627	0:00.000	3:48.383	0:33.161									3:46.627	0		67		A					256	MPEG L3-44SP					-31568	978779127	1410281078
MILIGRAM				LIBERO	RECURENT 08-14		30001331.MPG								RECURENT 08-14	ZELJKO JOKSIMOVIC	4:34.890	0:00.000	4:34.383	0:35.142									4:32.468	0		68		A					256	MPEG L3-44SP					-31568	1261148131	1410281002
MILIGRAM				ZATO KRADEM	RECURENT 08-14		30001547.MPG								RECURENT 08-14	ZELJKO SAMARDZIC	4:04.039	0:00.000	4:03.233	0:46.596									4:01.483	0		68		A					256	MPEG L3-44SP					-31568	787637413	1410281222
MILIGRAM				21.VIJEK	RECURENT 08-14		30001510.MPG								RECURENT 08-14	TIFA	3:28.957	0:00.000	3:28.087	0:46.874									3:27.017	0		68		A					256	MPEG L3-44SP					-31568	-91119696	1410281149
MILIGRAM				NE KOMPLIKUJ	RECURENT 08-14		30002126.MPG								RECURENT 08-14		3:49.877	0:00.252	3:45.322	0:18.227									3:41.143	0		67		A					320	MPEG L3-44JP					-31568	-87411902	1337003419
MILIGRAM				NEMILO	RECURENT 08-14		30001607.MPG								RECURENT 08-14	EMINA JAHOVIC	3:40.111	0:00.189	3:39.537	0:35.008									3:31.984	0		67		A					256	MPEG L3-44SP					-31568	-2143140216	1409654028
MILLI VANILLI				GIRL YOU KNOW IT'S TRUE	80		30002623.MPG								80		4:12.844	0:00.000	4:12.844	0:00.000									4:07.001	0				A					192	MPEG L3-44JP				23/11/2014	-31568	-1153028793	1163693325
MINEA				RANO	MILENIUM 00-08		30000725.MPG								MILENIUM 00-08		3:23.258	0:00.000	3:18.587	0:18.154									3:16.533	0		72		A					128	MPEG L3-44JP					-31568	-144103151	942660056
MINEA				JAKO	MILENIUM 00-08		30000724.MPG								MILENIUM 00-08		3:49.825	0:00.000	3:47.071	0:17.286									3:44.992	0		65		A					128	MPEG L3-44SP					-31568	1552639705	1058787282
MI NISMO ANDJELI 2				CEKALA SAM, CEKALA	MILENIUM 00-08		30000707.MPG								MILENIUM 00-08		2:14.086	0:00.126	2:13.860	0:23.262									2:12.474	0		62		A					192	MPEG L3-44SP					-31568	480201306	1183642377
MIROSLAV SKORO				NE VJERUJE SRCE PAMETI	MILENIUM 00-08		30001372.MPG								MILENIUM 00-08		3:58.218	0:01.530	3:50.318	0:22.098									3:43.786	0		65		A					128	MPEG L3-44SP					-31568	-2036706463	1196602155
MIRZA				NAJBOLJA	RECURENT 08-14		30001706.MPG								RECURENT 08-14		3:35.144	0:01.348	3:32.006	0:21.739									3:23.647	0		63		A					320	MPEG L3-44JP					-31568	-195217790	1228819770
MIRZA MALKOC				KADA SRCEM LJUBIM	RECURENT 08-14		30002129.MPG								RECURENT 08-14		4:14.989	0:01.118	4:13.529	0:29.728									4:11.191	0		61		A					128	MPEG L3-44SP					-31568	-1351631909	1323366363
MISO KOVAC				TI SI PJESMA MOJE DUSE	80		30000731.MPG								80		4:14.658	0:01.154	4:11.305	0:14.556									4:05.550	0		71		A					128	MPEG L3-44JP					-31568	-1446274876	948233962
MISO KOVAC				JOS I DANAS TEKU SUZE JEDNE ZENE	80		30000729.MPG								80		3:23.980	0:00.350	3:17.676	0:22.413									3:09.131	0		70		A					128	MPEG L3-44JP					-31568	-1598186217	948230798
MISO KOVAC				MALO MI JE JERDAN ZIVOT SA TOBOM	80		30000730.MPG								80		4:08.388	0:00.932	4:05.103	0:10.448									4:03.103	0		71		A					128	MPEG L3-44JP					-31568	-1403882124	948234078
MISO KOVAC				DRUGI JOJ RASPLICE KOSU A JA JE VOLIM	80		30000727.MPG								80		3:36.022	0:00.371	3:30.729	0:15.196									3:26.440	0		70		A					128	MPEG L3-44JP					-31568	-1576568499	948232024
MISO KOVAC				JA NEMAM VISE RAZLOGA DA ZIVIM	80		30000728.MPG								80		4:08.205	0:01.067	4:04.340	0:18.864									3:52.754	0		70		A					128	MPEG L3-44JP					-31568	187942831	948234474
MLADENA JANJIC				ALISA	MILENIUM 00-08		30002130.MPG								MILENIUM 00-08		3:44.104	0:00.105	3:44.104	0:22.931									3:34.552	0		61		A					128	MPEG L3-44JP					-31568	-1205905458	1161090066
MOBY DICK				DUZNA SI MI OSTALA (RMX 98)	90		30000732.MPG								90		3:30.842	0:00.578	3:29.130	0:17.097									3:26.272	0		67		A					128	MPEG L3-44SP					-31568	221364007	947610826
MOBY DICK				MALA	RECURENT 08-14		30002131.MPG								RECURENT 08-14		2:57.068	0:02.760	2:56.172	0:07.213									2:55.076	0		66		A					192	MPEG L3-44SP					-31568	-1271212130	1340277246
MOBY DICK				EDAMER	90		30000734.MPG								90		3:39.044	0:00.497	3:36.238	0:22.138									3:30.574	0		68		A					128	MPEG L3-44SP					-31568	2037103096	947610464
MOBY DICK				ZEDAN TVOJIH USANA	MILENIUM 00-08		30000738.MPG								MILENIUM 00-08		3:47.317	0:00.000	3:45.662	0:18.612									3:38.092	0		66		A					128	MPEG L3-44JP					-31568	1676611578	989859230
MOBY DICK				NEMA NAS VISE	90		30000737.MPG								90		3:41.387	0:00.624	3:36.825	0:20.433									3:27.978	0		72		A					256	MPEG L3-44SP					-31568	-814481814	868160572
MOBY DICK				LJUBOMORAN	90		30000736.MPG								90		4:09.861	0:00.019	4:09.024	0:19.146									4:04.903	0		68		A					128	MPEG L3-44SP					-31568	1809783820	915712654
MOBY DICK				HOTELSKA SOBA	MILENIUM 00-08		30000735.MPG								MILENIUM 00-08		2:32.293	0:00.000	2:29.974	0:14.436									2:24.605	0		66		A					128	MPEG L3-44JP					-31568	-182246994	989859500
MOBY DICK				NA RUBU MOJE USNE.MP3	MILENIUM 00-08		30000038.MPG								MILENIUM 00-08		3:18.353	0:00.264	3:15.446	0:17.478									3:10.878	0		64		A					192	MPEG L3-44JP					-31568	1216769354	1297254156
MOBY DICK				E, KAD SE SETIM	MILENIUM 00-08		30000733.MPG								MILENIUM 00-08		3:19.340	0:00.000	3:14.446	0:04.997									3:12.509	0		65		A					160	MPEG L3-44JP					-31568	-1265544252	1071232612
MODERN TALKING				YOU'RE MY HEART, YOU'RE MY SOUL	80		30002717.MPG								80		5:36.230	0:00.688	5:29.693	1:40.712									5:27.764	0				A					128	MPEG L3-44SP				19/11/2014	-31568	1836375023	1227832656
MOJE 3				LJUBAV JE SVUDA	RECURENT 08-14		30002134.MPG								RECURENT 08-14		3:03.222	0:00.000	2:59.724	0:06.746									2:55.978	0		63		A					320	MPEG L3-44JP					-31568	790285572	1362565784
MOKI				ZABRANJENA LJUBAV	RECURENT 08-14		30002135.MPG								RECURENT 08-14		3:42.754	0:00.017	3:42.754	0:14.066									3:36.951	0		63		A					128	MPEG L3-44JP					-31568	-1132703209	1166309895
MOMCILO				BESAN KAO PAS	MILENIUM 00-08		30000741.MPG								MILENIUM 00-08		3:28.672	0:00.057	3:28.672	0:28.283									3:22.727	0		68		A					160	MPEG L3-44JP					-31568	-1311220740	1098567382
MOMCILO				STRANAC	MILENIUM 00-08		30000742.MPG								MILENIUM 00-08		4:05.655	0:00.000	4:03.485	0:23.482									4:00.925	0		65		A					128	MPEG L3-44JP					-31568	-715752283	1007356402
MONTENIGGERS				AJ	90		30000743.MPG								90		4:37.950	0:00.261	4:25.476	0:35.803									4:24.213	0		71		A					128	MPEG L3-44SP					-31568	1248744049	1066392434
MONTENIGGERS				VOLJELI BI DA SI TU	90		30000749.MPG								90		3:58.871	0:00.393	3:47.581	0:57.644									3:37.213	0		66		A					128	MPEG L3-44SP					-31568	-1124450628	1066392564
MONTENIGGERS				SO I TEKILA	90		30000747.MPG								90		3:26.218	0:00.298	3:21.634	0:22.619									3:20.163	0		64		A					128	MPEG L3-44SP					-31568	-1888597860	1066394282
MONTENIGGERS				DUCKA DIESEL	90		30000744.MPG								90		3:54.448	0:00.146	3:54.448	0:09.552									3:50.593	0		73		A					128	MPEG L3-44JP					-31568	-1554595814	1064430164
MONTENIGGERS				JEAN CLAUDE	90		30000745.MPG								90		4:08.406	0:00.155	4:02.312										4:00.346	0		66		A					128	MPEG L3-44SP					-31568	-920490385	1066392298
MONTENIGGERS				PASJI PAS	90		30000746.MPG								90		3:50.034	0:00.000	3:50.034	0:09.858									3:45.151	0		75		A					128	MPEG L3-44JP					-31568	-1938267648	1064430138
MONTENIGGERS				TAKO TI JE - KAKO TI JE	90		30000748.MPG								90		3:34.447	0:01.512	3:26.153	0:45.279									3:24.170	0		70		A					128	MPEG L3-44SP					-31568	-513576153	1066392384
MVP				CELU NOC I CELI DAN	RECURENT 08-14		30001359.MPG								RECURENT 08-14		3:21.848	0:00.000	3:19.897	0:10.753									3:18.284	0		62		A					320	MPEG L3-44J					-31568	66021980	1308834856
MVP				HAJDE LAGANO	RECURENT 08-14		30002136.MPG								RECURENT 08-14		3:05.103	0:00.341	3:04.633	0:00.360									3:04.159	0		63		A					320	MPEG L3-44SP					-31568	-1846367956	1410184742
MVP				NEKA KOSTA KOLKO KOSTA	RECURENT 08-14		30002137.MPG								RECURENT 08-14		3:13.335	0:00.000	3:13.121	0:21.981									3:12.408	0		63		A					320	MPEG L3-44SP					-31568	814262196	1410184803
MVP				IDEMO GORE	RECURENT 08-14		30001489.MPG								RECURENT 08-14		3:26.863	0:00.889	3:24.586	0:00.911									3:23.717	0		66		A					320	MPEG L3-44J					-31568	-644404677	1308835260
